2017-09-19 23:21:48.979049|INFO    |VirtualServer |  5| listening on 0.0.0.0:6969
2017-09-20 01:52:48.053496|INFO    |VirtualServer |  5| client (id:503) was added to servergroup 'Server Admin'(id:54) by client 'Nigga'(id:97)
2017-09-20 01:53:32.041295|INFO    |VirtualServer |  5| permission 'i_icon_id'(id:142) with values (value:0) was added by 'Nigga'(id:97) to channel '&#9556; &#9604;&#65083;&#9531;&#9552;&#9523; CL&#195;FRONTO LINE &#185;'(id:215)
2017-09-20 01:54:01.792906|INFO    |VirtualServer |  5| permission 'i_icon_id'(id:142) with values (value:0) was added by 'Nigga'(id:97) to channel '&#9568; &#9604;&#65083;&#9531;&#9552;&#9523; CL&#195;FRONTO LINE &#178;'(id:216)
2017-09-20 01:54:11.162704|INFO    |VirtualServer |  5| permission 'i_icon_id'(id:142) with values (value:0) was added by 'Nigga'(id:97) to channel '&#9562; &#9604;&#65083;&#9531;&#9552;&#9523; CL&#195;FRONTO LINE &#179;'(id:217)
2017-09-20 01:55:31.856112|INFO    |VirtualServer |  5| client (id:503) was added to servergroup 'General De Ex&#233;rcito'(id:165) by client 'kooold'(id:503)
2017-09-20 01:55:33.749917|INFO    |VirtualServer |  5| client (id:504) was added to servergroup 'Auxiliar'(id:55) by client 'Nigga'(id:97)
2017-09-20 01:56:09.330440|INFO    |VirtualServer |  5| client (id:503) was removed from servergroup 'General De Ex&#233;rcito'(id:165) by client 'kooold'(id:503)
2017-09-20 01:56:32.978667|INFO    |VirtualServer |  5| client (id:504) was removed from servergroup 'Auxiliar'(id:55) by client 'kooold'(id:503)
2017-09-20 01:56:36.598857|INFO    |VirtualServer |  5| client (id:504) was added to servergroup 'Server Admin'(id:54) by client 'kooold'(id:503)
2017-09-20 01:56:44.119577|INFO    |VirtualServer |  5| client (id:504) was added to servergroup 'Auxiliar'(id:55) by client 'Nigga'(id:97)
2017-09-20 01:56:46.866726|INFO    |VirtualServer |  5| client (id:504) was added to servergroup 'General De Ex&#233;rcito'(id:165) by client 'kooold'(id:503)
2017-09-20 01:56:47.782138|INFO    |VirtualServer |  5| client (id:504) was removed from servergroup 'Server Admin'(id:54) by client 'Nigga'(id:97)
2017-09-20 01:56:52.617338|INFO    |VirtualServer |  5| client (id:504) was removed from servergroup 'General De Ex&#233;rcito'(id:165) by client 'kooold'(id:503)
2017-09-20 01:57:04.107888|INFO    |VirtualServer |  5| client (id:503) was added to servergroup 'General De Ex&#233;rcito'(id:165) by client 'kooold'(id:503)
2017-09-20 01:57:11.178884|INFO    |VirtualServer |  5| client (id:503) was added to servergroup 'Pro Rifle'(id:112) by client 'kooold'(id:503)
2017-09-20 01:57:14.648121|INFO    |VirtualServer |  5| client (id:504) was removed from servergroup 'Auxiliar'(id:55) by client 'Nigga'(id:97)
2017-09-20 01:57:15.302301|INFO    |VirtualServer |  5| client (id:504) was added to servergroup 'Server Admin'(id:54) by client 'Nigga'(id:97)
2017-09-20 01:57:15.343967|INFO    |VirtualServer |  5| client (id:504) was removed from servergroup 'Server Admin'(id:54) by client 'Nigga'(id:97)
2017-09-20 01:57:17.159414|INFO    |VirtualServer |  5| client (id:503) was added to servergroup 'Razer'(id:101) by client 'kooold'(id:503)
2017-09-20 01:57:19.300900|INFO    |VirtualServer |  5| client (id:504) was added to servergroup 'Server Admin'(id:54) by client 'Nigga'(id:97)
2017-09-20 01:57:24.028737|INFO    |VirtualServer |  5| client (id:503) was added to servergroup '@Camp'(id:85) by client 'kooold'(id:503)
2017-09-20 01:57:34.085806|INFO    |VirtualServer |  5| client (id:504) was added to servergroup 'Caveirinha'(id:117) by client 'Bad'(id:504)
2017-09-20 01:57:36.721408|INFO    |VirtualServer |  5| client (id:503) was added to servergroup 'Jogo Limpo'(id:84) by client 'kooold'(id:503)
2017-09-20 01:57:46.441349|INFO    |VirtualServer |  5| client (id:504) was removed from servergroup 'Caveirinha'(id:117) by client 'Bad'(id:504)
2017-09-20 01:57:53.255639|INFO    |VirtualServer |  5| client (id:504) was added to servergroup 'General De Divis&#227;o'(id:164) by client 'Bad'(id:504)
2017-09-20 01:58:09.248982|INFO    |VirtualServer |  5| client (id:504) was added to servergroup 'Nego safado'(id:64) by client 'Bad'(id:504)
2017-09-20 01:58:31.897798|INFO    |VirtualServer |  5| client (id:504) was removed from servergroup 'Nego safado'(id:64) by client 'Bad'(id:504)
2017-09-21 23:25:17.825669|INFO    |VirtualServerBase|  5| stopped
