2017-07-22 19:18:03.431214|INFO    |VirtualServer |  4| listening on 0.0.0.0:9995
2017-07-22 19:26:37.253207|INFO    |VirtualServer |  4| client (id:246) was added to servergroup 'Major'(id:202) by client 'Borges.'(id:53)
2017-07-22 19:26:40.817749|INFO    |VirtualServer |  4| client (id:246) was added to servergroup 'PIU - PIU'(id:183) by client 'Borges.'(id:53)
2017-07-22 19:26:48.979276|INFO    |VirtualServer |  4| client (id:246) was added to servergroup 'Platina'(id:186) by client 'Borges.'(id:53)
2017-07-22 19:26:54.472035|INFO    |VirtualServer |  4| client (id:246) was added to servergroup 'Corinthians'(id:230) by client 'Borges.'(id:53)
2017-07-22 19:50:50.525456|INFO    |VirtualServer |  4| permission 'i_channel_needed_join_power'(id:137) with values (value:9999999) was added by 'Thiago. ! &#65083;&#33451;&#9552;&#9552;&#19968;&#1161;&#9472;"'(id:66) to channel 'AUSENTES'(id:183)
2017-07-22 19:53:29.398935|INFO    |VirtualServer |  4| servergroup 'Teste '(id:212) was renamed to '[DnG]' by 'Thiago. ! &#65083;&#33451;&#9552;&#9552;&#19968;&#1161;&#9472;"'(id:66)
2017-07-22 19:53:37.238040|INFO    |VirtualServer |  4| client (id:150) was removed from servergroup '[DnG]'(id:212) by client 'Thiago. ! &#65083;&#33451;&#9552;&#9552;&#19968;&#1161;&#9472;"'(id:66)
2017-07-22 19:53:39.355900|INFO    |VirtualServer |  4| client (id:138) was removed from servergroup '[DnG]'(id:212) by client 'Thiago. ! &#65083;&#33451;&#9552;&#9552;&#19968;&#1161;&#9472;"'(id:66)
2017-07-22 19:54:06.459765|INFO    |VirtualServer |  4| permission 'i_icon_id'(id:142) with values (value:-1389989580, negated:0, skipchannel:0) was added by 'Thiago. ! &#65083;&#33451;&#9552;&#9552;&#19968;&#1161;&#9472;"'(id:66) to servergroup '[DnG]'(id:212)
2017-07-22 19:54:14.934174|INFO    |VirtualServer |  4| client (id:53) was added to servergroup '[DnG]'(id:212) by client 'Thiago. ! &#65083;&#33451;&#9552;&#9552;&#19968;&#1161;&#9472;"'(id:66)
2017-07-22 19:54:29.492145|INFO    |VirtualServer |  4| client (id:244) was added to servergroup '[DnG]'(id:212) by client 'Thiago. ! &#65083;&#33451;&#9552;&#9552;&#19968;&#1161;&#9472;"'(id:66)
