2017-07-22 19:18:03.361585|INFO    |VirtualServer |  3| listening on 0.0.0.0:9994
2017-07-22 19:19:59.562910|INFO    |VirtualServer |  3| client (id:46) was added to servergroup 'Server Admin'(id:12) by client 'rafael'(id:11)
2017-07-25 00:19:11.770094|INFO    |VirtualServer |  3| client (id:24) was added to servergroup 'Server Admin'(id:12) by client 'Sap&#227;o'(id:13)
2017-07-25 00:19:14.658848|INFO    |VirtualServer |  3| client (id:42) was added to servergroup 'Server Admin'(id:12) by client 'Sap&#227;o'(id:13)
2017-07-25 00:19:54.306163|INFO    |VirtualServer |  3| client (id:24) was removed from servergroup 'Server Admin'(id:12) by client 'rafael'(id:11)
2017-07-25 00:20:03.277471|INFO    |VirtualServer |  3| client (id:24) was added to servergroup 'Server Admin'(id:12) by client 'rafael'(id:11)
2017-07-26 01:36:26.923502|INFO    |VirtualServer |  3| permission 'b_client_is_priority_speaker'(id:177) with values (value:1) was added by 'stz'(id:42) for client (id:24) and channel 'CS GO'(id:6)
2017-07-26 01:36:29.804909|INFO    |VirtualServer |  3| permission 'b_client_is_priority_speaker'(id:177) was deleted by 'stz'(id:42) for client (id:24) and channel 'CS GO'(id:6)
2017-07-27 18:18:57.315033|INFO    |VirtualServer |  3| client (id:46) was removed from servergroup 'Server Admin'(id:12) by client 'rafael'(id:11)
2017-07-30 17:37:39.729201|INFO    |VirtualServer |  3| client (id:13) was removed from servergroup 'Server Admin'(id:12) by client 'rafael'(id:11)
2017-07-31 00:02:35.733637|INFO    |VirtualServer |  3| client (id:13) was added to servergroup 'Server Admin'(id:12) by client 'rafael'(id:11)
2017-08-09 19:34:42.724165|INFO    |VirtualServer |  3| client (id:13) was removed from servergroup 'Server Admin'(id:12) by client 'rafael'(id:11)
2017-08-09 19:34:46.647020|INFO    |VirtualServer |  3| client (id:42) was removed from servergroup 'Server Admin'(id:12) by client 'rafael'(id:11)
