2017-07-22 19:18:03.303803|INFO    |VirtualServer |  1| listening on 0.0.0.0:9987
2017-07-22 22:41:10.251291|INFO    |VirtualServer |  1| client (id:249) was added to servergroup 'Registrado'(id:7) by client 'Wellington Sanches'(id:27)
2017-08-10 15:58:51.416157|INFO    |VirtualServer |  1| permission 'i_icon_id'(id:142) with values (value:836123554) was added by 'Lucas'(id:2) to channel '&#9556;&#9679; Bate-Papo 1'(id:44)
2017-08-10 15:58:58.570184|INFO    |VirtualServer |  1| permission 'i_icon_id'(id:142) with values (value:836123554) was added by 'Lucas'(id:2) to channel '&#9568;&#9679; Bate-Papo 2'(id:45)
2017-08-10 15:59:05.638075|INFO    |VirtualServer |  1| permission 'i_icon_id'(id:142) with values (value:836123554) was added by 'Lucas'(id:2) to channel '&#9568;&#9679; Bate-Papo 3'(id:47)
2017-08-10 15:59:12.604183|INFO    |VirtualServer |  1| permission 'i_icon_id'(id:142) with values (value:836123554) was added by 'Lucas'(id:2) to channel '&#9568;&#9679; Bate-Papo 4'(id:48)
2017-08-10 15:59:18.359827|INFO    |VirtualServer |  1| permission 'i_icon_id'(id:142) with values (value:836123554) was added by 'Lucas'(id:2) to channel '&#9568;&#9679; Bate-Papo 5'(id:49)
2017-08-10 16:01:39.700804|INFO    |VirtualServer |  1| permission 'i_icon_id'(id:142) with values (value:586340111) was added by 'Lucas'(id:2) to channel '&#9556;&#9679; Bate Papo 1'(id:163)
2017-08-10 16:01:46.713003|INFO    |VirtualServer |  1| permission 'i_icon_id'(id:142) with values (value:586340111) was added by 'Lucas'(id:2) to channel '&#9568;&#9679; Bate Papo 2'(id:164)
2017-08-10 16:01:51.623597|INFO    |VirtualServer |  1| permission 'i_icon_id'(id:142) with values (value:586340111) was added by 'Lucas'(id:2) to channel '&#9568;&#9679; Bate Papo 3'(id:165)
2017-08-10 16:01:59.439461|INFO    |VirtualServer |  1| permission 'i_icon_id'(id:142) with values (value:586340111) was added by 'Lucas'(id:2) to channel '&#9568;&#9679; Bate Papo 4'(id:166)
2017-08-10 16:02:04.719296|INFO    |VirtualServer |  1| permission 'i_icon_id'(id:142) with values (value:586340111) was added by 'Lucas'(id:2) to channel '&#9568;&#9679; Bate Papo 5'(id:167)
2017-08-12 01:13:05.549100|INFO    |VirtualServer |  1| client (id:375) was added to servergroup 'Registrado'(id:7) by client 'Lucas'(id:2)
2017-08-12 01:13:08.057559|INFO    |VirtualServer |  1| client (id:377) was added to servergroup 'Registrado'(id:7) by client 'Lucas'(id:2)
2017-08-13 22:49:12.418476|INFO    |VirtualServer |  1| client (id:380) was added to servergroup 'Registrado'(id:7) by client 'Wellington Sanches'(id:27)
2017-08-20 22:47:41.635451|INFO    |VirtualServer |  1| client (id:40) was added to servergroup 'Push-To-Talk'(id:16) by client 'Lucas'(id:2)
2017-08-20 22:47:56.911442|INFO    |VirtualServer |  1| client (id:40) was removed from servergroup 'Push-To-Talk'(id:16) by client 'Vinicius'(id:26)
2017-08-20 22:48:06.836526|INFO    |VirtualServer |  1| client (id:40) was added to servergroup 'Push-To-Talk'(id:16) by client 'Lucas'(id:2)
2017-08-20 22:48:17.007176|INFO    |VirtualServer |  1| client (id:40) was removed from servergroup 'Push-To-Talk'(id:16) by client 'Vinicius'(id:26)
2017-08-27 18:20:53.254033|INFO    |VirtualServer |  1| client (id:27) was added to servergroup 'Youtuber'(id:252) by client 'Wellington Sanches'(id:27)
2017-08-27 19:26:27.329989|INFO    |VirtualServer |  1| client (id:27) was removed from servergroup 'Server Admin'(id:6) by client 'Vinicius'(id:26)
2017-08-30 23:10:12.907491|INFO    |VirtualServer |  1| client (id:40) was added to servergroup 'Push-To-Talk'(id:16) by client 'Vinicius'(id:26)
