2017-07-03 00:40:50.383350|INFO    |VirtualServer |  5| listening on 0.0.0.0:6969
2017-07-03 00:40:50.383957|INFO    |VirtualServer |  5| client 'server'(id:0) added privilege key for servergroup 'Server Admin'(id:54)
2017-07-03 00:40:50.383989|WARNING |VirtualServer |  5| --------------------------------------------------------
2017-07-03 00:40:50.384011|WARNING |VirtualServer |  5| ServerAdmin privilege key created, please use the line below
2017-07-03 00:40:50.384032|WARNING |VirtualServer |  5| token=cpRnkQToRZpkErgR2gbH3dDnGkEo9S+T8UdL5BXV
2017-07-03 00:40:50.384052|WARNING |VirtualServer |  5| --------------------------------------------------------
2017-07-03 00:48:52.394081|INFO    |VirtualServer |  5| client (id:97) was added to servergroup 'Server Admin'(id:54) by client 'serveradmin from 186.224.187.251:54219'(id:1)
2017-07-03 00:48:58.830260|INFO    |VirtualServer |  5| client (id:95) was added to servergroup 'Admin Server Query'(id:2) by client 'serveradmin from 186.224.187.251:54219'(id:1)
2017-07-03 19:03:44.309449|INFO    |VirtualServer |  5| client (id:111) was added to servergroup 'Server Admin'(id:54) by client 'Saurin'(id:97)
2017-07-03 19:26:16.844482|INFO    |VirtualServer |  5| servergroup 'Normal'(id:55) was renamed to 'Auxiliar' by '#                         ac1d'(id:111)
2017-07-03 19:26:59.352065|INFO    |VirtualServer |  5| servergroup 'Guest'(id:56) was renamed to 'Me Registra' by '#                         ac1d'(id:111)
2017-07-03 19:27:44.069373|INFO    |VirtualServer |  5| servergroup '--------------Tags-----------'(id:57) was added by '#                         ac1d'(id:111)
2017-07-03 19:27:52.982264|INFO    |VirtualServer |  5| servergroup '...'(id:58) was added by '#                         ac1d'(id:111)
2017-07-03 19:28:06.052470|INFO    |VirtualServer |  5| permission 'i_group_needed_member_add_power'(id:164) with values (value:25, negated:0, skipchannel:0) was added by '#                         ac1d'(id:111) to servergroup '...'(id:58)
2017-07-03 19:28:15.543607|INFO    |VirtualServer |  5| permission 'i_group_needed_member_remove_power'(id:166) with values (value:25, negated:0, skipchannel:0) was added by '#                         ac1d'(id:111) to servergroup '...'(id:58)
2017-07-03 19:28:34.013470|INFO    |VirtualServer |  5| servergroup '...'(id:58) was copied by '#                         ac1d'(id:111) to '... (Copiar)'(id:59)
2017-07-03 19:28:37.872506|INFO    |VirtualServer |  5| servergroup '... (Copiar)'(id:59) was copied by '#                         ac1d'(id:111) to '... (Copiar) (Copiar)'(id:60)
2017-07-03 19:28:38.137190|INFO    |VirtualServer |  5| servergroup '... (Copiar) (Copiar)'(id:60) was copied by '#                         ac1d'(id:111) to '... (Copiar) (Copiar) (Copiar)'(id:61)
2017-07-03 19:28:38.371873|INFO    |VirtualServer |  5| servergroup '... (Copiar) (Copiar) (Copiar)'(id:61) was copied by '#                         ac1d'(id:111) to '... (Copiar) (Copia (Copiar 2)'(id:62)
2017-07-03 19:28:39.345045|INFO    |VirtualServer |  5| servergroup '... (Copiar) (Copia (Copiar 2)'(id:62) was copied by '#                         ac1d'(id:111) to '... (Copiar) (Copia ( (Copiar)'(id:63)
2017-07-03 19:28:40.130411|INFO    |VirtualServer |  5| servergroup '... (Copiar) (Copia ( (Copiar)'(id:63) was copied by '#                         ac1d'(id:111) to '... (Copiar) (Copia (Copiar 3)'(id:64)
2017-07-03 19:28:40.357741|INFO    |VirtualServer |  5| servergroup '... (Copiar) (Copia (Copiar 3)'(id:64) was copied by '#                         ac1d'(id:111) to '... (Copiar) (Copia (Copiar 4)'(id:65)
2017-07-03 19:28:40.703942|INFO    |VirtualServer |  5| servergroup '... (Copiar) (Copia (Copiar 4)'(id:65) was copied by '#                         ac1d'(id:111) to '... (Copiar) (Copia (Copiar 5)'(id:66)
