2017-06-27 00:44:13.816752|INFO    |VirtualServer |  4| listening on 0.0.0.0:9995
2017-06-27 00:44:13.817328|INFO    |VirtualServer |  4| client 'server'(id:0) added privilege key for servergroup 'Server Admin'(id:17)
2017-06-27 00:44:13.817362|WARNING |VirtualServer |  4| --------------------------------------------------------
2017-06-27 00:44:13.817383|WARNING |VirtualServer |  4| ServerAdmin privilege key created, please use the line below
2017-06-27 00:44:13.817403|WARNING |VirtualServer |  4| token=8I6MmzkHlXXtMBsjBf6d2RxBBOEbB9qJRxPK25R9
2017-06-27 00:44:13.817423|WARNING |VirtualServer |  4| --------------------------------------------------------
2017-06-27 00:45:33.293489|INFO    |VirtualServer |  4| client (id:53) was added to servergroup 'Server Admin'(id:17) by client 'serveradmin from 191.253.231.32:55234'(id:1)
2017-06-27 02:25:16.622165|INFO    |VirtualServer |  4| client (id:57) was added to servergroup 'Server Admin'(id:17) by client '[DnG]Borges.'(id:53)
2017-06-27 02:26:54.206461|INFO    |VirtualServer |  4| servergroup 'Registrado'(id:20) was added by 'lNetoo'(id:57)
2017-06-27 02:26:54.933036|INFO    |VirtualServer |  4| permission 'i_group_auto_update_type'(id:146) with values (value:30, negated:0, skipchannel:0) was added by 'lNetoo'(id:57) to servergroup 'Registrado'(id:20)
2017-06-27 02:26:54.933287|INFO    |VirtualServer |  4| permission 'b_virtualserver_token_use'(id:38) with values (value:1, negated:0, skipchannel:0) was added by 'lNetoo'(id:57) to servergroup 'Registrado'(id:20)
2017-06-27 02:26:54.933533|INFO    |VirtualServer |  4| permission 'i_client_poke_power'(id:221) with values (value:50, negated:0, skipchannel:0) was added by 'lNetoo'(id:57) to servergroup 'Registrado'(id:20)
2017-06-27 02:26:54.933756|INFO    |VirtualServer |  4| permission 'i_client_max_clones_uid'(id:173) with values (value:2, negated:0, skipchannel:0) was added by 'lNetoo'(id:57) to servergroup 'Registrado'(id:20)
2017-06-27 02:26:54.934032|INFO    |VirtualServer |  4| permission 'b_client_permissionoverview_view'(id:190) with values (value:1, negated:0, skipchannel:0) was added by 'lNetoo'(id:57) to servergroup 'Registrado'(id:20)
2017-06-27 02:26:54.934281|INFO    |VirtualServer |  4| permission 'b_client_permissionoverview_own'(id:191) with values (value:1, negated:0, skipchannel:0) was added by 'lNetoo'(id:57) to servergroup 'Registrado'(id:20)
2017-06-27 02:26:54.934506|INFO    |VirtualServer |  4| permission 'i_client_needed_serverquery_view_power'(id:194) with values (value:75, negated:0, skipchannel:0) was added by 'lNetoo'(id:57) to servergroup 'Registrado'(id:20)
2017-06-27 02:26:54.934760|INFO    |VirtualServer |  4| permission 'i_client_needed_complain_power'(id:205) with values (value:50, negated:0, skipchannel:0) was added by 'lNetoo'(id:57) to servergroup 'Registrado'(id:20)
2017-06-27 02:26:54.935001|INFO    |VirtualServer |  4| permission 'b_channel_join_permanent'(id:131) with values (value:1, negated:0, skipchannel:0) was added by 'lNetoo'(id:57) to servergroup 'Registrado'(id:20)
2017-06-27 02:26:54.935299|INFO    |VirtualServer |  4| permission 'b_channel_join_semi_permanent'(id:132) with values (value:1, negated:0, skipchannel:0) was added by 'lNetoo'(id:57) to servergroup 'Registrado'(id:20)
2017-06-27 02:26:54.935503|INFO    |VirtualServer |  4| permission 'b_channel_join_temporary'(id:133) with values (value:1, negated:0, skipchannel:0) was added by 'lNetoo'(id:57) to servergroup 'Registrado'(id:20)
2017-06-27 02:26:54.935740|INFO    |VirtualServer |  4| permission 'i_channel_join_power'(id:136) with values (value:50, negated:0, skipchannel:0) was added by 'lNetoo'(id:57) to servergroup 'Registrado'(id:20)
2017-06-27 02:26:54.935962|INFO    |VirtualServer |  4| permission 'i_channel_description_view_power'(id:140) with values (value:50, negated:0, skipchannel:0) was added by 'lNetoo'(id:57) to servergroup 'Registrado'(id:20)
2017-06-27 02:26:54.936173|INFO    |VirtualServer |  4| permission 'i_client_needed_ban_power'(id:201) with values (value:50, negated:0, skipchannel:0) was added by 'lNetoo'(id:57) to servergroup 'Registrado'(id:20)
2017-06-27 02:26:54.936416|INFO    |VirtualServer |  4| permission 'i_client_needed_kick_from_server_power'(id:197) with values (value:50, negated:0, skipchannel:0) was added by 'lNetoo'(id:57) to servergroup 'Registrado'(id:20)
2017-06-27 02:26:54.936638|INFO    |VirtualServer |  4| permission 'i_client_needed_kick_from_channel_power'(id:199) with values (value:50, negated:0, skipchannel:0) was added by 'lNetoo'(id:57) to servergroup 'Registrado'(id:20)
2017-06-27 02:26:54.937754|INFO    |VirtualServer |  4| permission 'i_group_needed_member_add_power'(id:164) with values (value:60, negated:0, skipchannel:0) was added by 'lNetoo'(id:57) to servergroup 'Registrado'(id:20)
2017-06-27 02:26:54.938841|INFO    |VirtualServer |  4| permission 'i_group_needed_member_remove_power'(id:166) with values (value:60, negated:0, skipchannel:0) was added by 'lNetoo'(id:57) to servergroup 'Registrado'(id:20)
2017-06-27 02:26:54.939067|INFO    |VirtualServer |  4| permission 'b_virtualserver_connectioninfo_view'(id:24) with values (value:1, negated:0, skipchannel:0) was added by 'lNetoo'(id:57) to servergroup 'Registrado'(id:20)
2017-06-27 02:26:54.939275|INFO    |VirtualServer |  4| permission 'i_channel_modify_power'(id:121) with values (value:50, negated:0, skipchannel:0) was added by 'lNetoo'(id:57) to servergroup 'Registrado'(id:20)
2017-06-27 02:26:54.939479|INFO    |VirtualServer |  4| permission 'i_client_needed_move_power'(id:203) with values (value:50, negated:0, skipchannel:0) was added by 'lNetoo'(id:57) to servergroup 'Registrado'(id:20)
2017-06-27 02:26:54.939682|INFO    |VirtualServer |  4| permission 'b_channel_create_child'(id:82) with values (value:1, negated:0, skipchannel:0) was added by 'lNetoo'(id:57) to servergroup 'Registrado'(id:20)
2017-06-27 02:26:54.939911|INFO    |VirtualServer |  4| permission 'b_channel_create_semi_permanent'(id:84) with values (value:1, negated:0, skipchannel:0) was added by 'lNetoo'(id:57) to servergroup 'Registrado'(id:20)
2017-06-27 02:26:54.940119|INFO    |VirtualServer |  4| permission 'b_channel_create_temporary'(id:85) with values (value:1, negated:0, skipchannel:0) was added by 'lNetoo'(id:57) to servergroup 'Registrado'(id:20)
2017-06-27 02:26:54.940325|INFO    |VirtualServer |  4| permission 'b_channel_create_with_topic'(id:87) with values (value:1, negated:0, skipchannel:0) was added by 'lNetoo'(id:57) to servergroup 'Registrado'(id:20)
2017-06-27 02:26:54.940559|INFO    |VirtualServer |  4| permission 'b_channel_create_with_description'(id:88) with values (value:1, negated:0, skipchannel:0) was added by 'lNetoo'(id:57) to servergroup 'Registrado'(id:20)
2017-06-27 02:26:54.940766|INFO    |VirtualServer |  4| permission 'b_channel_create_with_password'(id:89) with values (value:1, negated:0, skipchannel:0) was added by 'lNetoo'(id:57) to servergroup 'Registrado'(id:20)
2017-06-27 02:26:54.940974|INFO    |VirtualServer |  4| permission 'b_channel_create_modify_with_codec_speex8'(id:90) with values (value:1, negated:0, skipchannel:0) was added by 'lNetoo'(id:57) to servergroup 'Registrado'(id:20)
2017-06-27 02:26:54.941367|INFO    |VirtualServer |  4| permission 'b_channel_create_modify_with_codec_speex16'(id:91) with values (value:1, negated:0, skipchannel:0) was added by 'lNetoo'(id:57) to servergroup 'Registrado'(id:20)
2017-06-27 02:26:54.941614|INFO    |VirtualServer |  4| permission 'b_channel_create_modify_with_codec_speex32'(id:92) with values (value:1, negated:0, skipchannel:0) was added by 'lNetoo'(id:57) to servergroup 'Registrado'(id:20)
